datum	celaz	szamlaaz	osszeg
2008.01.29	5	1149	55
2008.01.29	3	1150	79
2008.01.29	1	1152	24
2008.01.29	1	1156	61
2008.01.29	1	1157	12
2008.01.29	5	1161	47
2008.01.29	5	1164	45
2008.01.29	1	1165	15
2008.01.29	1	1167	39
2008.01.29	6	1168	37
2008.01.29	3	1171	15
2008.01.29	6	1175	90
2008.01.29	1	1178	39
2008.01.29	6	1181	49
2008.01.29	3	1184	41
2008.01.29	3	1185	88
2008.01.29	5	1189	11
2008.01.29	5	1193	82
2008.01.29	6	1196	12
2008.01.29	6	1200	8
2008.01.29	5	1201	55
2008.01.29	3	1204	38
2008.01.29	5	1206	78
2008.01.29	3	1210	49
2008.01.29	6	1212	70
2008.01.29	6	1215	15
2008.01.29	6	1217	6
2008.01.29	3	1219	6
2008.01.29	3	1221	58
2008.01.29	1	1222	15
2008.01.29	3	1223	4
2008.01.29	3	1226	97
2008.01.29	3	1229	17
2008.01.29	3	1230	35
2008.01.29	1	1231	73
2008.01.29	3	1232	5
2008.01.29	5	1235	48
2008.01.29	3	1239	78
2008.01.29	3	1243	8
2008.01.29	1	1244	17
2008.01.29	1	1247	26
2008.01.29	1	1250	43
2008.01.29	6	1253	30
2008.01.29	5	1256	41
2008.01.29	1	1259	27
2008.01.29	6	1260	30
2008.01.29	6	1262	8
2008.01.29	6	1264	56
2008.01.29	3	1267	73
2008.01.29	3	1268	19
2008.01.29	6	1269	37
2008.01.29	1	1273	25
2008.01.29	1	1276	91
2008.01.29	6	1278	69
2008.01.29	5	1282	4
2008.01.29	3	1285	33
2008.01.29	1	1288	41
2008.01.29	1	1290	21
2008.01.29	3	1293	5
2008.01.29	1	1294	6
2008.01.29	3	1296	45
2008.01.29	1	1299	95
2008.01.29	5	1300	78
2008.01.29	6	1304	65
2008.01.29	1	1306	39
2008.01.29	1	1308	45
2008.01.29	3	1311	24
2008.01.29	5	1312	24
2008.01.29	1	1313	85
2008.01.29	6	1316	10
2008.01.29	1	1318	41
2008.01.29	1	1322	51
2008.01.29	3	1326	63
2008.01.29	5	1328	49
2008.01.29	3	1332	30
2008.01.29	3	1333	77
2008.01.29	1	1336	14
2008.01.29	1	1339	11
2008.01.29	1	1341	90
2008.01.29	3	1345	13
2008.01.29	1	1347	18
2008.01.29	3	1349	94
2008.01.29	1	1353	23
2008.01.29	3	1357	94
2008.01.29	5	1358	29
2008.01.29	5	1360	99
2008.01.29	3	1362	28
2008.01.29	3	1365	85
2008.01.29	3	1369	94
2008.01.29	5	1370	27
2008.01.29	6	1373	5
2008.01.29	6	1376	98
2008.01.29	3	1378	32
2008.01.29	3	1379	38
2008.01.29	6	1380	53
2008.01.29	3	1381	34
2008.01.29	5	1382	41
2008.01.29	1	1385	47
2008.01.29	3	1387	36
2008.01.29	6	1388	90
2008.01.29	5	1391	23
2008.01.29	5	1394	40
2008.01.29	1	1397	65
2008.01.29	1	1400	69
2008.01.29	5	1401	75
2008.01.29	6	1402	55
2008.01.29	1	1406	29
2008.01.29	1	1409	70
2008.01.29	1	1412	1
2008.01.29	1	1413	91
2008.01.29	3	1414	65
2008.01.29	1	1415	46
2008.01.29	6	1416	97
2008.01.29	3	1419	50
2008.01.29	1	1421	73
2008.01.29	5	1422	38
2008.01.29	6	1425	66
2008.01.29	1	1427	31
2008.01.29	1	1430	52
2008.01.29	3	1432	4
2008.01.29	3	1433	7
2008.01.29	6	1437	33
2008.01.29	5	1441	2
2008.01.29	5	1442	46
2008.01.29	3	1445	19
2008.01.29	5	1448	57
2008.01.29	3	1452	28
2008.01.29	1	1455	3
2008.01.29	3	1459	4
2008.01.29	6	1463	3
2008.01.29	3	1464	12
2008.01.29	1	1466	34
2008.01.29	6	1467	60
2008.01.29	1	1470	35
2008.01.29	6	1471	89
2008.01.29	1	1474	88
2008.01.29	6	1477	87
2008.01.29	3	1481	61
2008.01.29	5	1482	29
2008.01.29	6	1484	64
2008.01.29	6	1488	87
2008.01.29	3	1491	72
2008.01.29	5	1492	40
2008.01.29	5	1494	31
2008.01.29	5	1495	59
2008.01.29	1	1498	6
2008.01.29	1	1499	23
2008.01.29	6	1500	81
2008.01.29	3	1501	4
2008.01.29	6	1503	61
2008.01.29	6	1504	77
2008.01.29	3	1505	22
2008.01.29	5	1507	19
2008.01.29	3	1509	39
2008.01.29	1	1513	4
2008.01.29	5	1517	85
2008.01.29	1	1520	7
2008.01.29	5	1521	38
2008.01.29	5	1525	2
2008.01.29	5	1529	70
2008.01.29	1	1532	65
2008.01.29	6	1533	59
2008.01.29	3	1536	72
2008.01.29	3	1538	77
2008.01.29	3	1541	96
2008.01.29	6	1544	2
2008.01.29	5	1547	15
2008.01.29	1	1549	7
2008.01.29	1	1553	49
2008.01.29	6	1556	66
2008.01.29	1	1558	29
2008.01.29	5	1562	28
2008.01.29	6	1566	75
2008.01.29	3	1567	53
2008.02.05	6	1	3
2008.02.05	6	3	24
2008.02.05	6	7	4
2008.02.05	5	10	27
2008.02.05	1	11	26
2008.02.05	1	15	87
2008.02.05	1	16	45
2008.02.05	5	17	41
2008.02.05	1	19	34
2008.02.05	5	23	85
2008.02.05	5	26	69
2008.02.05	1	28	36
2008.02.05	1	31	27
2008.02.05	1	34	18
2008.02.05	6	35	39
2008.02.05	5	36	96
2008.02.05	1	40	4
2008.02.05	1	44	84
2008.02.05	1	48	36
2008.02.05	1	50	55
2008.02.05	1	52	64
2008.02.05	1	56	84
2008.02.05	6	58	51
2008.02.05	1	60	48
2008.02.05	5	64	10
2008.02.05	1	66	10
2008.02.05	1	68	14
2008.02.05	1	72	75
2008.02.05	6	74	40
2008.02.05	1	76	89
2008.02.05	6	77	61
2008.02.05	5	81	38
2008.02.05	1	82	54
2008.02.05	5	83	93
2008.02.05	1	84	46
2008.02.05	1	87	34
2008.02.05	1	88	52
2008.02.05	1	90	32
2008.02.05	6	92	9
2008.02.05	6	96	64
2008.02.05	6	100	35
2008.02.05	6	101	6
2008.02.05	1	104	9
2008.02.05	5	108	15
2008.02.05	1	112	3
2008.02.05	6	115	13
2008.02.05	1	119	92
2008.02.05	1	121	29
2008.02.05	5	125	27
2008.02.05	1	128	54
2008.02.05	5	129	62
2008.02.05	1	131	62
2008.02.05	6	132	90
2008.02.05	1	134	30
2008.02.05	1	137	15
2008.02.05	5	138	31
2008.02.05	1	140	11
2008.02.05	5	143	40
2008.02.05	1	144	53
2008.02.05	5	146	33
2008.02.05	6	150	16
2008.02.05	6	152	84
2008.02.05	6	156	37
2008.02.05	1	158	70
2008.02.05	1	159	5
2008.02.05	1	163	64
2008.02.05	5	166	81
2008.02.05	1	170	41
2008.02.05	6	174	39
2008.02.05	1	178	38
2008.02.05	1	180	72
2008.02.05	6	184	47
2008.02.05	5	186	37
2008.02.05	1	188	25
2008.02.05	1	190	47
2008.02.05	1	192	43
2008.02.05	1	193	78
2008.02.05	1	196	8
2008.02.05	1	198	7
2008.02.05	6	201	61
2008.02.05	6	202	6
2008.02.05	1	204	24
2008.02.05	1	207	50
2008.02.05	1	210	70
2008.02.05	1	214	9
2008.02.05	1	218	37
2008.02.05	1	222	78
2008.02.05	6	226	13
2008.02.05	1	230	12
2008.02.05	1	234	60
2008.02.05	6	235	91
2008.02.05	1	236	90
2008.02.05	6	237	91
2008.02.05	1	239	79
2008.02.05	6	242	88
2008.02.05	6	245	3
2008.02.05	5	247	56
2008.02.05	1	250	17
2008.02.05	1	251	70
2008.02.05	1	255	49
2008.02.05	1	258	5
2008.02.05	5	260	22
2008.02.05	1	263	36
2008.02.05	1	266	29
2008.02.05	1	270	38
2008.02.05	1	273	45
2008.02.05	1	275	85
2008.02.05	5	276	22
2008.02.05	1	278	55
2008.02.05	6	281	3
2008.02.05	1	282	21
2008.02.05	1	283	46
2008.02.05	6	284	57
2008.02.05	6	285	46
2008.02.05	1	286	39
2008.02.05	6	289	77
2008.02.05	6	292	43
2008.02.05	1	294	20
2008.02.05	5	298	42
2008.02.05	6	302	47
2008.02.05	6	305	14
2008.02.05	1	306	80
2008.02.05	6	307	30
2008.02.05	5	310	48
2008.02.05	6	312	68
2008.02.05	6	314	74
2008.02.05	1	315	3
2008.02.05	5	316	18
2008.02.05	6	318	4
2008.02.05	6	320	4
2008.02.05	1	322	58
2008.02.05	1	326	56
2008.02.05	6	328	31
2008.02.05	5	332	67
2008.02.05	5	336	49
2008.02.05	1	339	6
2008.02.05	6	342	19
2008.02.05	5	346	65
2008.02.05	1	348	25
2008.02.05	6	351	1
2008.02.05	1	355	31
2008.02.05	1	358	97
2008.02.05	1	362	34
2008.02.05	1	364	26
2008.02.05	1	365	4
2008.02.05	5	369	63
2008.02.05	6	371	28
2008.02.05	6	375	84
2008.02.05	1	378	69
2008.02.05	1	382	64
2008.02.05	1	383	6
2008.02.05	1	386	78
2008.02.05	5	387	15
2008.02.05	5	389	99
2008.02.05	5	393	69
2008.02.05	6	394	6
2008.02.05	6	397	44
2008.02.05	1	399	35
2008.02.05	1	403	16
2008.02.05	1	405	67
2008.02.05	1	407	58
2008.02.05	5	408	73
2008.02.05	5	412	47
2008.02.05	1	413	63
2008.02.05	1	414	57
2008.02.05	5	416	12
2008.02.05	1	420	63
2008.02.05	1	422	94
2008.02.05	5	423	40
2008.02.05	6	424	84
2008.02.05	6	425	63
2008.02.05	1	427	29
2008.02.05	1	428	8
2008.02.05	6	431	92
2008.02.05	1	433	48
2008.02.05	6	437	58
2008.02.05	1	438	59
2008.02.05	1	441	34
2008.02.05	1	445	17
2008.02.05	6	449	92
2008.02.05	6	451	95
2008.02.05	1	453	5
2008.02.05	6	455	70
2008.02.05	1	458	60
2008.02.05	1	461	8
2008.02.05	6	464	20
2008.02.05	5	468	4
2008.02.05	1	472	63
2008.02.05	6	476	10
2008.02.05	6	478	64
2008.02.05	1	481	30
2008.02.05	6	484	99
2008.02.05	1	486	10
2008.02.05	5	489	44
2008.02.05	1	491	36
2008.02.05	6	492	71
2008.02.05	6	496	83
2008.02.05	5	500	57
2008.02.05	6	501	27
2008.02.05	5	502	76
2008.02.05	1	505	41
2008.02.05	1	507	3
2008.02.05	5	508	2
2008.02.05	6	512	9
2008.02.05	1	514	83
2008.02.05	1	517	43
2008.02.05	5	518	30
2008.02.05	1	519	90
2008.02.05	5	520	11
2008.02.05	1	522	2
2008.02.05	1	524	6
2008.02.05	5	528	49
2008.02.05	1	529	21
2008.02.05	1	533	54
2008.02.05	1	535	17
2008.02.05	1	537	43
2008.02.05	1	538	17
2008.02.05	1	541	40
2008.02.05	1	545	23
2008.02.05	5	547	20
2008.02.05	6	549	48
2008.02.05	1	551	59
2008.02.05	1	552	22
2008.02.05	5	553	32
2008.02.05	5	555	30
2008.02.05	1	557	14
2008.02.05	1	560	25
2008.02.05	6	562	39
2008.02.05	1	566	10
2008.02.05	5	567	1
2008.02.05	1	569	45
2008.02.05	6	570	59
2008.02.05	1	571	42
2008.02.05	5	574	13
2008.02.05	5	575	40
2008.02.05	1	578	37
2008.02.05	6	581	59
2008.02.05	6	584	41
2008.02.05	5	588	75
2008.02.05	1	590	24
2008.02.05	6	591	31
2008.02.05	6	592	73
2008.02.05	6	595	46
2008.02.05	5	596	7
2008.02.05	6	600	47
2008.02.05	1	601	99
2008.02.05	1	604	97
2008.02.05	5	606	13
2008.02.05	5	609	18
2008.02.05	1	613	59
2008.02.05	1	616	42
2008.02.05	1	617	77
2008.02.05	5	620	36
2008.02.05	6	622	54
2008.02.05	1	626	28
2008.02.05	1	628	32
2008.02.05	5	631	12
2008.02.05	1	632	41
2008.02.05	6	633	7
2008.02.05	6	635	85
2008.02.05	6	638	36
2008.02.05	5	641	47
2008.02.05	1	643	54
2008.02.05	6	647	41
2008.02.05	6	650	43
2008.02.05	6	654	45
2008.02.05	1	658	79
2008.02.05	5	659	32
2008.02.05	6	663	36
2008.02.05	5	666	76
2008.02.05	6	668	88
2008.02.05	6	672	56
2008.02.05	1	674	13
2008.02.05	5	678	43
2008.02.05	1	679	82
2008.02.05	5	680	8
2008.02.05	1	683	73
2008.02.05	1	686	44
2008.02.05	5	690	61
2008.02.05	6	691	8
2008.02.05	1	692	19
2008.02.05	5	693	39
2008.02.05	1	696	12
2008.02.05	5	699	35
2008.02.05	5	703	49
2008.02.05	5	705	49
2008.02.05	5	708	70
2008.02.05	6	712	96
2008.02.05	6	715	63
2008.02.05	6	719	53
2008.02.05	1	722	2
2008.02.05	5	724	46
2008.02.05	1	726	31
2008.02.05	5	727	91
2008.02.05	5	730	18
2008.02.05	1	734	24
2008.02.05	5	735	22
2008.02.05	1	736	64
2008.02.05	1	740	18
2008.02.05	1	743	88
2008.02.05	6	744	6
2008.02.05	1	747	71
2008.02.05	6	748	3
2008.02.05	1	749	88
2008.02.05	1	751	63
2008.02.05	5	754	14
2008.02.05	5	757	35
2008.02.05	1	759	22
2008.02.05	5	761	49
2008.02.05	1	762	89
2008.02.05	1	766	12
2008.02.05	6	770	90
2008.02.05	1	774	20
2008.02.05	1	776	99
2008.02.05	6	779	62
2008.02.05	6	781	92
2008.02.05	5	782	25
2008.02.05	1	784	44
2008.02.05	5	785	84
2008.02.05	5	786	30
2008.02.05	1	789	7
2008.02.05	5	792	23
2008.02.05	1	796	90
2008.02.05	5	799	1
2008.02.05	5	800	87
2008.02.05	6	803	18
2008.02.05	1	807	40
2008.02.05	1	810	7
2008.02.05	1	814	46
2008.02.05	1	816	84
2008.02.05	1	820	28
2008.02.05	1	822	46
2008.02.05	6	825	44
2008.02.05	5	827	66
2008.02.05	6	831	16
2008.02.05	1	834	21
2008.02.05	5	836	15
2008.02.05	1	838	83
2008.02.05	6	842	60
2008.02.05	1	844	15
2008.02.05	1	846	26
2008.02.05	5	849	17
2008.02.05	6	850	88
2008.02.05	1	854	72
2008.02.05	6	856	11
2008.02.05	1	859	20
2008.02.05	6	861	1
2008.02.05	1	865	50
2008.02.05	5	867	2
2008.02.05	5	868	39
2008.02.05	6	872	97
2008.02.05	1	874	62
2008.02.05	1	877	65
2008.02.05	1	879	46
2008.02.05	6	881	79
2008.02.05	5	884	4
2008.02.05	1	888	7
2008.02.05	6	889	81
2008.02.05	6	893	45
2008.02.05	1	896	88
2008.02.05	1	898	47
2008.02.05	5	901	5
2008.02.05	6	904	47
2008.02.05	6	908	4
2008.02.05	6	912	32
2008.02.05	1	914	61
2008.02.05	1	916	15
2008.02.05	6	920	53
2008.02.05	6	922	66
2008.02.05	1	923	26
2008.02.05	1	925	48
2008.02.05	1	928	37
2008.02.05	5	929	52
2008.02.05	5	930	79
2008.02.05	1	932	52
2008.02.05	1	935	27
2008.02.05	5	939	23
2008.02.05	5	943	39
2008.02.05	5	945	39
2008.02.05	6	947	8
2008.02.05	5	950	77
2008.02.05	1	951	34
2008.02.05	6	954	12
2008.02.05	6	958	47
2008.02.05	5	961	17
2008.02.05	1	962	63
2008.02.05	1	966	68
2008.02.05	1	970	16
2008.02.05	5	973	40
2008.02.05	6	976	27
2008.02.05	1	977	9
2008.02.05	5	979	71
2008.02.05	5	983	48
2008.02.05	6	987	24
2008.02.05	6	990	17
2008.02.05	1	993	61
2008.02.05	6	994	41
2008.02.05	5	996	56
2008.02.05	1	997	43
2008.02.05	1	999	85
2008.02.05	6	1001	17
2008.02.05	6	1004	23
2008.02.05	5	1008	37
2008.02.05	1	1011	22
2008.02.05	1	1015	78
2008.02.05	5	1018	24
2008.02.05	1	1020	8
2008.02.05	1	1023	37
2008.02.05	1	1025	24
2008.02.05	6	1026	59
2008.02.05	1	1028	78
2008.02.05	1	1029	65
2008.02.05	5	1030	53
2008.02.05	5	1031	15
2008.02.05	6	1032	13
2008.02.05	5	1033	27
2008.02.05	6	1036	34
2008.02.05	1	1040	33
2008.02.05	1	1041	56
2008.02.05	1	1045	12
2008.02.05	1	1048	66
2008.02.05	6	1049	71
2008.02.05	1	1051	72
2008.02.12	3	4	28
2008.02.12	1	8	49
2008.02.12	2	9	11
2008.02.12	4	13	5
2008.02.12	4	17	46
2008.02.12	3	19	56
2008.02.12	1	22	48
2008.02.12	4	24	32
2008.02.12	4	26	54
2008.02.12	2	28	11
2008.02.12	1	30	83
2008.02.12	1	33	68
2008.02.12	2	37	6
2008.02.12	1	38	12
2008.02.12	4	40	15
2008.02.12	3	43	9
2008.02.12	4	46	67
2008.02.12	2	49	60
2008.02.12	1	51	22
2008.02.12	4	52	14
2008.02.12	2	55	19
2008.02.12	3	59	55
2008.02.12	1	63	68
2008.02.12	3	66	57
2008.02.12	1	70	34
2008.02.12	1	74	48
2008.02.12	2	76	90
2008.02.12	4	79	47
2008.02.12	1	81	13
2008.02.12	4	84	42
2008.02.12	2	85	10
2008.02.12	3	87	84
2008.02.12	2	91	56
2008.02.12	4	92	21
2008.02.12	1	94	13
2008.02.12	1	98	68
2008.02.12	4	102	95
2008.02.12	4	103	3
2008.02.12	3	106	39
2008.02.12	1	107	99
2008.02.12	2	111	16
2008.02.12	1	115	32
2008.02.12	3	119	24
2008.02.12	4	120	77
2008.02.12	1	122	64
2008.02.12	3	125	5
2008.02.12	4	128	55
2008.02.12	4	132	1
2008.02.12	1	136	94
2008.02.12	2	140	31
2008.02.12	4	143	58
2008.02.12	1	144	73
2008.02.12	2	147	11
2008.02.12	1	151	1
2008.02.12	3	154	59
2008.02.12	3	156	91
2008.02.12	4	159	45
2008.02.12	2	162	18
2008.02.12	2	166	56
2008.02.12	2	167	56
2008.02.12	2	170	33
2008.02.12	1	174	81
2008.02.12	3	177	50
2008.02.12	1	180	34
2008.02.12	4	181	83
2008.02.12	4	182	92
2008.02.12	4	184	41
2008.02.12	3	188	28
2008.02.12	4	192	97
2008.02.12	2	196	49
2008.02.12	4	198	29
2008.02.12	1	202	33
2008.02.12	3	205	9
2008.02.12	2	208	54
2008.02.12	3	211	7
2008.02.12	4	214	85
2008.02.12	2	217	18
2008.02.12	2	221	5
2008.02.12	2	225	47
2008.02.12	2	226	85
2008.02.12	3	227	23
2008.02.12	2	231	2
2008.02.12	3	234	73
2008.02.12	3	235	32
2008.02.12	2	238	24
2008.02.12	2	241	24
2008.02.12	4	243	49
2008.02.12	3	244	25
2008.02.12	2	245	23
2008.02.12	4	246	39
2008.02.12	2	249	21
2008.02.12	3	252	65
2008.02.12	1	253	19
2008.02.12	3	255	39
2008.02.12	3	259	90
2008.02.12	2	263	26
2008.02.12	1	265	12
2008.02.12	4	266	32
2008.02.12	3	268	56
2008.02.12	4	272	86
2008.02.12	4	275	1
2008.02.12	3	279	95
2008.02.12	1	280	19
2008.02.12	1	283	33
2008.02.12	1	285	86
2008.02.12	4	286	37
2008.02.12	2	287	78
2008.02.12	2	288	94
2008.02.12	1	289	70
2008.02.12	2	291	1
2008.02.12	3	293	36
2008.02.12	1	295	69
2008.02.12	2	296	50
2008.02.12	3	297	74
2008.02.12	1	300	88
2008.02.12	2	301	90
2008.02.12	2	303	27
2008.02.12	3	306	47
2008.02.12	1	308	39
2008.02.12	3	312	59
2008.02.12	3	316	1
2008.02.12	3	320	30
2008.02.12	4	321	43
2008.02.12	1	322	74
2008.02.12	2	325	71
2008.02.12	2	328	74
2008.02.12	1	329	31
2008.02.12	1	330	36
2008.02.12	3	333	39
2008.02.12	2	335	35
2008.02.12	1	337	71
2008.02.12	1	341	45
2008.02.12	4	344	4
2008.02.12	4	347	42
2008.02.12	2	351	5
2008.02.12	1	353	2
2008.02.12	4	354	64
2008.02.12	3	358	96
2008.02.12	2	361	44
2008.02.12	3	364	4
2008.02.12	2	367	12
2008.02.12	4	370	97
2008.02.12	3	373	75
2008.02.12	2	376	53
2008.02.12	4	378	77
2008.02.12	3	379	46
2008.02.12	2	382	5
2008.02.12	4	383	50
2008.02.12	2	385	30
2008.02.12	1	387	20
2008.02.12	3	388	30
2008.02.12	3	391	93
2008.02.12	1	394	78
2008.02.12	4	396	82
2008.02.12	4	399	52
2008.02.12	4	402	83
2008.02.12	1	403	24
2008.02.12	2	404	71
2008.02.12	1	406	71
2008.02.12	2	408	21
2008.02.12	2	411	66
2008.02.12	2	413	7
2008.02.12	2	415	86
2008.02.12	3	419	3
2008.02.12	4	422	6
2008.02.12	2	425	88
2008.02.12	4	428	99
2008.02.12	1	429	35
2008.02.12	2	432	42
2008.02.12	4	434	18
2008.02.12	2	435	10
2008.02.12	1	436	13
2008.02.12	1	437	75
2008.02.12	1	438	94
2008.02.12	1	442	16
2008.02.12	1	446	37
2008.02.12	4	449	6
2008.02.12	3	451	17
2008.02.12	1	455	10
2008.02.12	3	456	5
2008.02.12	2	458	16
2008.02.12	2	460	87
2008.02.12	4	464	10
2008.02.12	3	466	27
2008.02.12	2	468	56
2008.02.12	1	469	4
2008.02.12	1	470	17
2008.02.12	4	471	92
2008.02.12	2	473	77
2008.02.12	4	475	67
2008.02.12	4	479	11
2008.02.12	1	482	5
2008.02.12	4	486	94
2008.02.12	2	489	78
2008.02.12	3	492	1
2008.02.12	2	496	63
2008.02.12	4	499	9
2008.02.12	3	501	35
2008.02.12	3	504	89
2008.02.12	1	508	34
2008.02.12	3	510	20
2008.02.12	1	511	20
2008.02.12	4	515	74
2008.02.12	4	518	22
2008.02.12	3	520	28
2008.02.12	1	522	90
2008.02.12	1	523	56
2008.02.12	2	524	11
2008.02.12	1	527	33
2008.02.12	1	529	88
2008.02.12	4	533	35
2008.02.12	2	534	68
2008.02.12	2	535	35
2008.02.12	3	536	34
2008.02.12	1	539	10
2008.02.12	2	540	61
2008.02.12	3	544	34
2008.02.12	2	547	26
2008.02.12	1	551	82
2008.02.12	2	554	2
2008.02.12	4	558	30
2008.02.12	1	562	64
2008.02.12	2	563	26
2008.02.12	2	567	88
2008.02.12	1	568	22
2008.02.12	3	571	49
2008.02.12	4	574	17
2008.02.12	4	578	22
2008.02.12	4	580	12
2008.02.12	4	582	41
2008.02.12	2	584	80
2008.02.12	3	587	4
2008.02.12	1	588	97
2008.02.12	2	591	61
2008.02.12	4	593	40
2008.02.12	2	594	16
2008.02.12	4	598	81
2008.02.12	3	602	87
2008.02.12	4	604	96
2008.02.12	1	606	6
2008.02.12	3	610	61
2008.02.12	1	613	30
2008.02.12	3	617	50
2008.02.12	4	618	27
2008.02.12	2	619	38
2008.02.12	1	620	80
2008.02.12	2	623	1
2008.02.12	2	627	95
2008.02.12	1	630	12
2008.02.12	1	632	47
2008.02.12	3	634	47
2008.02.12	3	635	11
2008.02.12	3	637	82
2008.02.12	1	638	60
2008.02.12	2	640	91
2008.02.12	3	641	36
2008.02.12	3	643	50
2008.02.12	3	647	11
2008.02.12	3	650	33
2008.02.12	1	654	81
2008.02.12	4	656	15
2008.02.12	2	657	14
2008.02.12	4	658	70
2008.02.12	3	660	37
2008.02.12	4	663	75
2008.02.12	1	665	82
2008.02.12	1	669	5
2008.02.12	2	672	20
2008.02.12	3	674	17
2008.02.12	2	675	83
2008.02.12	4	679	37
2008.02.12	4	682	89
2008.02.12	2	683	88
2008.02.12	1	686	32
2008.02.12	1	690	65
2008.02.12	1	691	85
2008.02.12	2	692	41
2008.02.12	2	696	27
2008.02.12	4	698	90
2008.02.12	2	701	15
2008.02.12	4	703	89
2008.02.12	3	707	68
2008.02.12	3	711	13
2008.02.12	1	714	20
2008.02.12	4	718	18
2008.02.12	3	721	57
2008.02.12	3	724	32
2008.02.12	4	726	56
2008.02.12	2	728	77
2008.02.12	3	732	92
2008.02.12	1	735	48
2008.02.12	2	739	40
2008.02.12	4	741	9
2008.02.12	3	742	37
2008.02.12	3	746	60
2008.02.12	3	747	35
2008.02.12	2	749	53
2008.02.12	3	753	4
2008.02.12	1	755	70
2008.02.12	3	756	24
2008.02.12	4	759	86
2008.02.12	2	762	80
2008.02.12	2	763	77
2008.02.12	3	767	73
2008.02.12	4	769	17
2008.02.12	4	773	4
2008.02.12	2	774	80
2008.02.12	3	775	45
2008.02.12	3	776	22
2008.02.12	3	780	73
2008.02.12	3	781	80
2008.02.12	2	783	63
2008.02.12	2	784	67
2008.02.12	4	787	89
2008.02.12	3	789	78
2008.02.12	4	790	28
2008.02.12	3	791	87
2008.02.12	2	795	53
2008.02.12	3	796	36
2008.02.12	3	799	40
2008.02.12	4	802	6
2008.02.12	1	803	64
2008.02.12	2	807	63
2008.02.12	4	811	99
2008.02.12	2	813	20
2008.02.12	4	817	11
2008.02.12	2	821	51
2008.02.12	3	825	5
2008.02.12	3	826	31
2008.02.12	4	829	26
2008.02.12	3	833	18
2008.02.12	1	836	58
2008.02.12	3	837	39
2008.02.12	4	841	38
2008.02.12	3	843	9
2008.02.12	4	844	57
2008.02.12	1	846	44
2008.02.12	4	850	74
2008.02.12	1	851	47
2008.02.12	2	852	4
2008.02.12	3	856	46
2008.02.12	1	859	20
2008.02.12	2	863	71
2008.02.12	2	864	97
2008.02.12	3	867	45
2008.02.12	3	868	6
2008.02.12	2	869	43
2008.02.12	2	872	19
2008.02.12	4	875	41
2008.02.12	2	877	50
2008.02.12	1	879	13
2008.02.12	4	883	24
2008.02.12	1	887	33
2008.02.12	1	888	35
2008.02.12	3	892	78
2008.02.12	1	896	58
2008.02.12	2	897	23
2008.02.12	2	901	68
2008.02.12	1	904	21
2008.02.12	3	907	39
2008.02.12	1	911	9
2008.02.12	3	912	47
2008.02.12	3	915	1
2008.02.12	4	916	66
2008.02.12	4	919	91
2008.02.12	1	920	73
2008.02.12	3	923	57
2008.02.12	3	925	41
2008.02.12	3	928	72
2008.02.12	4	929	46
2008.02.12	4	930	11
2008.02.12	1	931	63
2008.02.12	3	935	49
2008.02.12	2	938	66
2008.02.12	4	941	61
2008.02.12	2	945	16
2008.02.12	1	947	23
2008.02.12	2	950	33
2008.02.12	2	953	9
2008.02.12	2	954	23
2008.02.12	3	955	93
2008.02.12	4	958	23
2008.02.12	4	961	52
2008.02.12	3	962	9
2008.02.12	1	966	61
2008.02.12	1	968	7
2008.02.12	4	972	93
2008.02.12	3	976	9
2008.02.12	2	977	25
2008.02.12	3	980	15
2008.02.12	3	982	31
2008.02.12	2	984	36
2008.02.12	2	986	86
2008.02.12	2	990	68
2008.02.12	3	991	66
2008.02.12	2	994	75
2008.02.12	3	995	22
2008.02.12	1	998	35
2008.02.12	1	999	97
2008.02.12	4	1002	13
2008.02.12	2	1006	99
2008.02.12	2	1007	9
2008.02.12	3	1008	26
2008.02.12	3	1009	11
2008.02.12	3	1013	51
2008.02.12	3	1015	13
2008.02.12	3	1018	26
2008.02.12	4	1021	65
2008.02.12	4	1022	1
2008.02.12	1	1024	54
2008.02.12	4	1025	37
2008.02.12	3	1028	28
2008.02.12	4	1031	23
2008.02.12	1	1032	43
2008.02.12	4	1036	92
2008.02.12	4	1038	92
2008.02.12	3	1039	88
2008.02.12	4	1041	39
2008.02.12	2	1045	9
2008.02.12	2	1049	76
2008.02.12	2	1050	14
2008.02.12	4	1053	61
2008.02.12	4	1054	22
2008.02.12	2	1055	7
2008.02.12	3	1056	64
2008.02.12	1	1058	45
2008.02.12	2	1061	31
2008.02.12	3	1062	84
2008.02.12	4	1064	97
2008.02.12	3	1068	66
2008.02.12	1	1070	19
2008.02.12	3	1074	10
2008.02.12	4	1075	28
2008.02.12	2	1077	89
2008.02.12	1	1078	21
2008.02.12	2	1079	80
2008.02.12	3	1083	27
2008.02.12	1	1085	59
2008.02.12	2	1087	21
2008.02.12	4	1089	98
2008.02.12	2	1093	78
2008.02.12	2	1097	38
2008.02.12	4	1100	39
2008.02.12	1	1101	64
2008.02.12	3	1105	98
2008.02.12	1	1107	20
2008.02.12	2	1109	33
2008.02.12	2	1112	38
2008.02.12	2	1114	17
2008.02.12	4	1117	50
2008.02.12	1	1118	12
2008.02.12	1	1122	35
2008.02.12	2	1126	31
2008.02.12	2	1128	8
2008.02.12	1	1129	12
2008.02.12	2	1133	41
2008.02.12	1	1137	42
2008.02.12	2	1138	12
